,Unnamed: 0,Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Age Group,Age Categorize
2816,2816,2028-BWJV,0,64,312,826.0,256.0,691.2,Yes,no,345.6,0,3,Yes,0,NE,389-3102,Female,69,No,Yes,No,0,Yes,Two Year,Credit Card,65,4117,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2817,2817,8477-ZKHF,0,57,398,847.5,228.0,786.6,Yes,no,393.3,0,9,No,0,MA,357-5968,Male,46,No,No,No,0,No,One Year,Direct Debit,37,2100,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2818,2818,4466-NZDI,0,20,50,118.1,80.0,150.0,Yes,no,50.0,0,1,Yes,0,NM,312-8018,Male,53,No,No,No,0,No,One Year,Credit Card,36,704,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2819,2819,5291-JIDG,0,47,164,657.2,188.0,432.4,Yes,no,216.2,0,4,Yes,0,CO,252-1573,Female,41,No,No,No,0,Yes,Month-to-Month,Credit Card,35,1657,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2820,2820,2533-HQWP,0,13,26,79.2,52.0,97.5,Yes,no,32.5,0,0,No,0,WV,282-4079,Female,58,No,No,No,0,No,Two Year,Direct Debit,13,166,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2821,2821,9838-XJOC,0,12,56,148.9,48.0,144.0,Yes,no,36.0,0,3,Yes,0,NM,365-9691,Male,37,No,No,No,0,No,Month-to-Month,Direct Debit,55,683,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2822,2822,6520-AEYH,0,72,231,574.0,288.0,756.0,Yes,no,252.0,0,5,No,73,WA,328-5245,Male,72,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,52,3729,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2823,2823,7225-YQQL,0,34,127,338.5,136.0,326.4,Yes,no,163.2,0,5,Yes,0,NM,308-7872,Male,76,No,Yes,No,0,Yes,One Year,Direct Debit,43,1451,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2824,2824,6672-PAFR,0,29,183,351.5,116.0,310.3,Yes,no,155.2,0,30,Yes,0,GA,387-7831,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,41,1187,Not Filling Responses,Not Filling Responses,20-40,Under 30
2825,2825,8015-SZHN,0,30,105,241.5,120.0,324.0,Yes,no,81.0,0,10,Yes,0,ME,278-6167,Male,69,No,Yes,No,0,No,Month-to-Month,Paper Check,35,1042,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2826,2826,9231-IPBJ,0,33,85,131.9,132.0,537.9,Yes,no,134.5,0,43,Yes,0,OK,285-2869,Female,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,46,1510,Not Filling Responses,Not Filling Responses,20-40,Under 30
2827,2827,0322-BDAK,0,55,92,220.1,220.0,671.0,Yes,no,167.8,0,5,Yes,0,TN,296-9824,Male,82,No,Yes,No,0,Yes,Two Year,Direct Debit,48,2662,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
2828,2828,0402-PONP,0,59,173,355.5,236.0,743.4,Yes,no,185.9,0,2,No,96,WY,296-7152,Female,60,No,No,No,0,No,One Year,Direct Debit,43,2575,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2829,2829,3980-CGZX,0,55,105,276.4,220.0,654.5,Yes,no,327.3,0,10,Yes,0,NY,316-1607,Male,82,No,Yes,No,0,No,Month-to-Month,Direct Debit,26,1456,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
2830,2830,6917-KZIZ,0,72,228,716.2,288.0,633.6,Yes,yes,0.0,0,3,Yes,0,DE,339-4920,Male,67,No,Yes,No,0,Yes,One Year,Credit Card,18,1293,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2831,2831,2257-JVHA,0,67,339,1012.4,268.0,643.2,Yes,no,160.8,0,3,Yes,0,RI,329-9856,Female,36,No,No,No,0,No,One Year,Direct Debit,59,3979,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2832,2832,7889-MGGO,0,9,25,73.8,36.0,87.3,Yes,no,43.7,0,0,No,0,HI,323-7520,Male,84,No,Yes,No,0,No,One Year,Credit Card,9,88,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
2833,2833,8543-NUPE,0,11,86,128.5,44.0,136.4,Yes,no,27.3,0,8,No,50,VA,319-6573,Male,39,No,No,No,0,No,Month-to-Month,Credit Card,34,363,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2834,2834,5368-EJNI,0,66,290,730.8,264.0,567.6,Yes,no,141.9,0,5,Yes,0,VA,383-6661,Female,70,No,Yes,No,0,Yes,One Year,Credit Card,70,4671,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2835,2835,3540-TKDP,0,71,167,424.2,284.0,504.1,Yes,no,126.0,0,9,Yes,0,NC,270-6310,Female,51,No,No,No,0,Yes,Two Year,Credit Card,42,2999,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2836,2836,3649-POHT,0,1,2,6.0,4.0,12.8,Yes,no,4.3,0,0,No,0,ND,307-9096,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,10,10,Not Filling Responses,Not Filling Responses,20-40,Under 30
2837,2837,1343-HRIN,0,61,204,546.9,244.0,829.6,Yes,no,276.5,0,4,Yes,0,MS,278-6370,Female,62,No,No,No,0,Yes,One Year,Credit Card,51,3107,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2838,2838,6078-FJZF,0,67,167,266.6,268.0,897.8,Yes,no,448.9,0,4,No,88,RI,360-3851,Female,51,No,No,No,0,Yes,One Year,Credit Card,41,2723,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2839,2839,6368-XFXN,0,46,84,228.2,184.0,634.8,Yes,no,211.6,0,9,Yes,0,NY,308-4459,Male,34,No,No,No,0,Yes,One Year,Credit Card,18,804,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2840,2840,5768-KDUI,0,33,123,227.5,132.0,491.7,Yes,no,163.9,0,24,Yes,0,TX,336-9229,Male,32,No,No,No,0,No,One Year,Direct Debit,42,1358,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2841,2841,1545-IMXK,0,50,269,649.3,200.0,570.0,Yes,no,142.5,0,1,Yes,0,NM,373-9298,Female,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,37,1836,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2842,2842,1627-IWME,0,55,421,714.3,220.0,610.5,Yes,no,122.1,0,12,Yes,0,RI,288-2056,Female,43,No,No,No,0,Yes,One Year,Credit Card,14,793,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2843,2843,3987-TFKC,0,60,200,483.6,240.0,726.0,Yes,no,145.2,0,13,No,40,NY,397-7496,Female,68,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,69,4145,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2844,2844,2809-TYJV,0,12,21,60.3,48.0,120.0,Yes,no,24.0,0,9,Yes,0,KS,324-8152,Male,83,No,Yes,No,0,No,Month-to-Month,Direct Debit,28,338,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
2845,2845,1265-VATB,0,44,193,439.1,176.0,594.0,Yes,no,148.5,0,5,Yes,0,ND,327-2056,Female,41,No,No,No,0,Yes,Two Year,Direct Debit,47,2085,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2846,2846,4147-NPJA,0,67,467,875.9,268.0,536.0,Yes,no,178.7,0,11,Yes,0,WA,337-2109,Female,45,No,No,No,0,Yes,Two Year,Credit Card,41,2793,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2847,2847,6155-XXQS,0,63,198,568.4,252.0,718.2,Yes,no,239.4,0,0,No,0,NV,368-8479,Female,68,No,Yes,No,0,No,Two Year,Credit Card,9,554,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2848,2848,8314-DVLG,0,44,287,702.2,176.0,730.4,Yes,yes,0.0,0,4,Yes,0,SC,270-5775,Male,41,No,No,No,0,No,Month-to-Month,Direct Debit,41,1785,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2849,2849,3230-VGHO,0,55,207,717.8,220.0,753.5,Yes,no,188.4,0,5,Yes,0,KY,376-6884,Male,46,No,No,No,0,No,Month-to-Month,Credit Card,32,1739,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2850,2850,7247-GPNP,0,70,121,279.2,280.0,441.0,Yes,no,220.5,0,9,Yes,0,ME,329-7021,Female,21,Yes,No,No,0,Yes,Two Year,Direct Debit,38,2679,Not Filling Responses,Not Filling Responses,20-40,Under 30
2851,2851,0854-VNNJ,0,74,496,809.4,296.0,969.4,Yes,no,323.1,0,4,Yes,0,WI,369-10181,Female,78,No,Yes,No,0,Yes,Two Year,Paper Check,37,2737,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2852,2852,7833-QIAE,0,68,96,272.6,272.0,890.8,Yes,no,296.9,0,1,Yes,0,AZ,366-9690,Female,63,No,No,No,0,No,One Year,Credit Card,68,4608,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2853,2853,3218-FBOV,0,25,64,253.8,100.0,325.0,Yes,no,81.3,0,12,Yes,0,MT,353-5848,Female,26,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,40,1014,Not Filling Responses,Not Filling Responses,20-40,Under 30
2854,2854,6271-RLQY,0,23,113,273.0,92.0,312.8,Yes,no,156.4,0,43,Yes,0,VA,291-5779,Male,28,Yes,No,No,0,No,One Year,Direct Debit,34,772,Not Filling Responses,Not Filling Responses,20-40,Under 30
2855,2855,5815-JOCM,0,52,127,366.9,208.0,660.4,Yes,no,330.2,0,7,No,69,NV,320-1810,Female,44,No,No,No,0,No,One Year,Credit Card,25,1295,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2856,2856,3973-RZUT,0,48,320,620.9,192.0,571.2,Yes,no,285.6,0,1,Yes,0,WY,249-8009,Female,59,No,No,No,0,No,One Year,Credit Card,32,1511,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2857,2857,7505-ZBYI,0,65,346,847.1,260.0,903.5,Yes,no,451.8,0,7,Yes,0,NY,306-7150,Female,30,No,No,No,0,No,One Year,Credit Card,38,2507,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2858,2858,3601-CENB,0,1,6,13.0,4.0,14.0,Yes,yes,0.0,0,0,No,0,OR,341-6728,Male,65,No,Yes,No,0,No,Month-to-Month,Credit Card,12,12,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2859,2859,8929-KKXB,0,20,25,80.2,80.0,376.0,Yes,no,125.3,0,1,Yes,0,CA,260-2754,Male,37,No,No,No,0,No,Month-to-Month,Credit Card,19,390,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2860,2860,1204-PWZZ,0,35,167,456.2,140.0,423.5,Yes,no,141.2,0,5,Yes,0,NY,277-2205,Female,25,Yes,No,No,0,No,Two Year,Direct Debit,21,733,Not Filling Responses,Not Filling Responses,20-40,Under 30
2861,2861,2933-IJME,0,38,162,492.7,152.0,273.6,Yes,no,136.8,0,4,Yes,0,MI,344-3302,Female,61,No,No,No,0,Yes,One Year,Direct Debit,50,1893,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2862,2862,1243-IBKL,0,50,235,351.9,200.0,685.0,Yes,no,137.0,0,26,Yes,0,NC,316-7095,Female,22,Yes,No,No,0,Yes,Two Year,Credit Card,37,1873,Not Filling Responses,Not Filling Responses,20-40,Under 30
2863,2863,1978-ZJGT,0,64,167,450.3,256.0,755.2,Yes,no,251.7,0,4,Yes,0,OR,356-8744,Male,54,No,No,No,0,Yes,Two Year,Credit Card,45,2898,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2864,2864,7177-MUPO,0,73,352,881.9,292.0,1073.1,Yes,no,268.3,0,1,Yes,0,SD,333-4566,Male,48,No,No,No,0,Yes,Two Year,Credit Card,39,2893,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2865,2865,2969-KAWC,0,26,88,205.7,104.0,314.6,Yes,no,62.9,0,38,Yes,0,ME,368-7392,Male,28,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,65,1673,Not Filling Responses,Not Filling Responses,20-40,Under 30
2866,2866,1077-ZWUU,0,23,52,158.2,92.0,142.6,Yes,no,35.7,0,13,Yes,0,SD,337-10720,Male,25,Yes,No,No,0,Yes,Month-to-Month,Credit Card,31,709,Not Filling Responses,Not Filling Responses,20-40,Under 30
2867,2867,8955-MQUS,0,47,86,233.0,188.0,545.2,Yes,no,136.3,0,23,Yes,0,DE,317-5755,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,42,1938,Not Filling Responses,Not Filling Responses,20-40,Under 30
2868,2868,9122-OOLK,0,28,176,331.7,112.0,403.2,Yes,no,201.6,0,26,Yes,0,OK,323-8551,Female,26,Yes,No,No,0,Yes,One Year,Credit Card,13,356,Not Filling Responses,Not Filling Responses,20-40,Under 30
2869,2869,3426-TMIR,0,63,246,630.7,252.0,856.8,Yes,no,428.4,0,0,No,0,SC,360-10822,Male,38,No,No,No,0,No,Two Year,Credit Card,7,469,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2870,2870,6633-AISY,0,17,32,68.9,68.0,244.8,Yes,no,81.6,0,0,No,0,IN,367-5616,Male,54,No,No,No,0,No,Month-to-Month,Credit Card,8,135,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2871,2871,4886-ACPN,0,33,162,363.9,132.0,297.0,Yes,no,148.5,0,0,No,0,WA,303-8486,Female,19,Yes,No,No,0,No,Month-to-Month,Credit Card,12,389,Not Filling Responses,Not Filling Responses,0-20,Under 30
2872,2872,2509-SLXY,0,50,234,597.1,200.0,580.0,Yes,no,193.3,0,6,Yes,0,MS,251-2902,Female,72,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,37,1840,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2873,2873,0977-BTBY,0,69,256,485.0,276.0,738.3,Yes,no,147.7,0,4,Yes,0,IA,306-4928,Male,58,No,No,No,0,Yes,Two Year,Direct Debit,64,4436,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2874,2874,7273-FRPY,0,18,73,143.0,72.0,133.2,Yes,no,66.6,0,0,No,0,GA,291-2723,Male,44,No,No,No,0,No,One Year,Credit Card,10,188,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2875,2875,5250-QBXI,0,4,10,20.3,16.0,44.0,Yes,yes,0.0,0,1,No,7,MT,354-8611,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,21,87,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2876,2876,9627-DKGE,0,54,288,806.7,216.0,653.4,Yes,no,130.7,0,6,Yes,0,VT,249-10735,Female,36,No,No,No,0,No,One Year,Direct Debit,56,2988,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2877,2877,0337-FHSW,0,4,23,58.9,16.0,36.8,Yes,yes,0.0,0,5,Yes,0,IL,306-6839,Female,62,No,No,No,0,No,Month-to-Month,Credit Card,35,139,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2878,2878,1731-WBDE,0,10,62,142.9,40.0,140.0,Yes,no,28.0,0,6,Yes,0,UT,326-4890,Male,33,No,No,No,0,No,Month-to-Month,Credit Card,17,166,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2879,2879,3899-TTJU,0,4,26,54.3,16.0,32.4,Yes,no,8.1,0,6,Yes,0,NH,347-7629,Male,56,No,No,No,0,No,Month-to-Month,Direct Debit,16,61,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2880,2880,0148-PYFT,0,53,322,791.7,212.0,757.9,Yes,no,151.6,0,4,No,67,VT,323-5994,Female,61,No,No,No,0,No,Month-to-Month,Credit Card,23,1231,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2881,2881,0164-JYIQ,0,5,14,57.1,20.0,65.5,Yes,no,32.8,0,24,Yes,0,CT,369-7748,Female,32,No,No,No,0,No,One Year,Credit Card,32,168,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2882,2882,0122-ZAJF,0,48,253,580.4,192.0,542.4,Yes,no,180.8,0,26,Yes,0,SD,389-10671,Female,24,Yes,No,No,0,No,Month-to-Month,Credit Card,52,2513,Not Filling Responses,Not Filling Responses,20-40,Under 30
2883,2883,6595-EXJF,0,2,6,17.9,8.0,26.4,Yes,no,5.3,0,0,No,0,NJ,299-6464,Male,62,No,No,No,0,No,Month-to-Month,Credit Card,9,18,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2884,2884,5809-JXBJ,0,50,114,350.5,200.0,805.0,Yes,no,268.3,0,0,No,0,TN,251-2625,Female,61,No,No,No,0,No,One Year,Direct Debit,10,514,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2885,2885,1274-ULMA,0,34,211,546.8,136.0,370.6,Yes,no,123.5,0,5,No,25,DC,364-5801,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,25,869,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2886,2886,2407-TFBP,0,31,246,437.1,124.0,412.3,Yes,no,103.1,0,0,No,0,DC,338-3192,Male,57,No,No,No,0,No,Two Year,Credit Card,11,340,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2887,2887,6588-XBRR,0,49,223,633.9,196.0,254.8,Yes,no,51.0,0,30,Yes,0,AK,326-5247,Female,29,Yes,No,No,0,Yes,One Year,Credit Card,38,1841,Not Filling Responses,Not Filling Responses,20-40,Under 30
2888,2888,0363-WXBO,0,52,228,464.6,208.0,509.6,Yes,no,254.8,0,0,No,0,ID,317-4736,Female,60,No,No,No,0,No,Two Year,Direct Debit,13,683,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2889,2889,6478-RBXH,0,64,273,644.0,256.0,902.4,Yes,no,451.2,0,3,Yes,0,MN,398-9279,Female,34,No,No,No,0,Yes,Two Year,Direct Debit,52,3327,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2890,2890,4631-JYFV,0,61,239,613.9,244.0,860.1,Yes,no,286.7,0,5,Yes,0,MN,295-3349,Male,83,No,Yes,No,0,No,One Year,Direct Debit,44,2714,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
2891,2891,3228-GENE,0,16,20,64.1,64.0,206.4,Yes,no,51.6,0,4,Yes,0,MO,299-4711,Female,52,No,No,No,0,Yes,Month-to-Month,Credit Card,50,807,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2892,2892,1954-FSPR,0,18,35,90.8,72.0,194.4,Yes,no,38.9,0,10,Yes,0,PA,284-9845,Prefer not to say,43,No,No,No,0,No,Month-to-Month,Direct Debit,22,405,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2893,2893,7486-TURJ,0,18,121,280.4,72.0,217.8,Yes,no,108.9,0,4,Yes,0,IA,313-3157,Male,65,No,Yes,No,0,No,Month-to-Month,Credit Card,32,563,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2894,2894,8546-VDFA,0,71,132,428.2,284.0,965.6,Yes,no,241.4,0,7,Yes,0,WY,308-3735,Female,70,No,Yes,No,0,No,Two Year,Direct Debit,43,3072,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2895,2895,2329-MCQZ,0,72,108,288.5,288.0,871.2,Yes,no,435.6,0,10,Yes,0,NE,255-7628,Male,23,Yes,No,No,0,Yes,Two Year,Credit Card,73,5274,Not Filling Responses,Not Filling Responses,20-40,Under 30
2896,2896,1815-HEQP,0,37,159,406.8,148.0,643.8,Yes,no,214.6,0,0,No,0,ND,373-3355,Female,36,No,No,No,0,No,Two Year,Credit Card,11,413,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2897,2897,8182-OTEO,0,64,351,1030.1,256.0,544.0,Yes,no,108.8,0,9,Yes,0,CT,384-6707,Male,76,No,Yes,No,0,No,Two Year,Credit Card,42,2685,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2898,2898,6837-LGZB,0,31,76,154.2,124.0,365.8,Yes,no,91.5,0,12,No,34,ND,300-8898,Female,27,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,63,1944,Not Filling Responses,Not Filling Responses,20-40,Under 30
2899,2899,3562-NGFH,0,52,77,259.4,208.0,722.8,Yes,no,361.4,0,3,Yes,0,WA,334-4819,Male,42,No,No,No,0,No,Two Year,Direct Debit,35,1813,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2900,2900,7499-KOXG,0,31,176,400.9,124.0,372.0,Yes,no,124.0,0,12,Yes,0,NV,281-2734,Female,29,Yes,No,No,0,Yes,Month-to-Month,Credit Card,41,1277,Not Filling Responses,Not Filling Responses,20-40,Under 30
2901,2901,7435-CWNV,0,35,187,421.2,140.0,378.0,Yes,no,94.5,0,0,No,0,MO,269-9262,Female,60,No,No,No,0,No,One Year,Direct Debit,9,311,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2902,2902,8068-OZFJ,0,55,168,275.1,220.0,786.5,Yes,no,262.2,0,17,Yes,0,NY,320-8541,Male,21,Yes,No,No,0,No,One Year,Credit Card,50,2731,Not Filling Responses,Not Filling Responses,20-40,Under 30
2903,2903,7621-EUDU,0,27,45,108.5,108.0,302.4,Yes,no,75.6,0,14,Yes,0,CT,329-7254,Male,30,No,No,No,0,No,Month-to-Month,Direct Debit,18,482,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2904,2904,3744-EIXF,0,45,229,589.1,180.0,693.0,Yes,no,346.5,0,7,Yes,0,NC,334-2048,Male,48,No,No,No,0,Yes,Month-to-Month,Direct Debit,36,1640,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2905,2905,6104-FNEV,0,3,6,16.5,12.0,42.9,Yes,no,8.6,0,3,No,5,TX,368-7587,Female,36,No,No,No,0,No,Month-to-Month,Credit Card,27,89,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2906,2906,8351-TOQB,0,72,346,860.3,288.0,777.6,Yes,yes,0.0,0,3,Yes,0,TX,282-2802,Female,57,No,No,No,0,No,One Year,Credit Card,40,2855,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2907,2907,0765-XJTN,0,61,329,982.2,244.0,896.7,Yes,no,448.4,0,8,Yes,0,UT,275-6228,Male,48,No,No,No,0,No,Two Year,Credit Card,31,1902,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2908,2908,4901-GAEU,0,7,18,65.8,28.0,121.8,Yes,no,40.6,0,0,No,0,MS,280-9149,Female,48,No,No,No,0,No,Month-to-Month,Credit Card,7,46,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2909,2909,5015-BIYZ,0,34,168,541.8,136.0,414.8,Yes,no,207.4,0,0,No,0,VT,277-3900,Male,47,No,No,No,0,No,Two Year,Credit Card,9,308,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2910,2910,4089-HGOC,0,59,168,354.5,236.0,660.8,Yes,no,132.2,0,6,Yes,0,MT,339-9976,Female,44,No,No,No,0,No,Two Year,Credit Card,35,2087,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2911,2911,6577-IPYW,0,64,184,511.0,256.0,537.6,Yes,no,268.8,0,7,Yes,0,CT,305-3914,Male,26,Yes,No,No,0,No,One Year,Credit Card,36,2323,Not Filling Responses,Not Filling Responses,20-40,Under 30
2912,2912,5242-WGEX,0,24,41,120.3,96.0,288.0,Yes,no,72.0,0,0,No,0,OH,319-9714,Male,29,Yes,No,No,0,No,Two Year,Credit Card,10,239,Not Filling Responses,Not Filling Responses,20-40,Under 30
2913,2913,4931-HCNY,0,28,209,443.4,112.0,196.0,Yes,no,65.3,0,14,Yes,0,GA,336-3508,Female,33,No,No,No,0,Yes,One Year,Credit Card,25,685,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2914,2914,7254-RGMI,0,54,125,431.0,216.0,756.0,Yes,no,378.0,0,6,Yes,0,CT,307-9455,Female,56,No,No,No,0,Yes,One Year,Credit Card,53,2858,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2915,2915,7017-OWMK,0,33,43,130.5,132.0,405.9,Yes,no,81.2,0,10,Yes,0,WV,284-6650,Male,57,No,No,No,0,Yes,Month-to-Month,Credit Card,45,1458,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2916,2916,5040-MBUD,0,72,492,1151.1,288.0,712.8,Yes,no,356.4,0,9,Yes,0,NH,326-3833,Female,79,No,Yes,No,0,Yes,Two Year,Credit Card,60,4282,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2917,2917,7636-VIXE,0,27,125,322.4,108.0,321.3,Yes,no,107.1,0,21,Yes,0,WY,343-8916,Female,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,41,1112,Not Filling Responses,Not Filling Responses,20-40,Under 30
2918,2918,8979-UPLC,0,1,6,16.0,4.0,7.6,Yes,no,3.8,0,2,No,0,OH,305-6602,Female,47,No,No,No,0,No,Month-to-Month,Direct Debit,53,53,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2919,2919,3413-RPBS,0,52,245,619.4,208.0,613.6,Yes,no,306.8,0,13,Yes,0,NM,318-8310,Male,28,Yes,No,No,0,Yes,Two Year,Direct Debit,41,2120,Not Filling Responses,Not Filling Responses,20-40,Under 30
2920,2920,5840-URNU,0,9,44,84.9,36.0,107.1,Yes,yes,0.0,0,1,Yes,0,AR,388-4173,Female,61,No,No,No,0,No,Month-to-Month,Direct Debit,24,228,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
2921,2921,9633-GBGP,0,1,2,6.0,4.0,13.7,Yes,no,2.7,0,11,Yes,0,NE,386-2195,Female,41,No,No,No,0,No,Month-to-Month,Credit Card,17,17,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2922,2922,1620-NBKX,0,1,5,8.0,4.0,12.1,Yes,yes,0.0,0,5,Yes,0,HI,279-8408,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,27,27,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
2923,2923,0996-BUAT,0,54,185,434.9,216.0,567.0,Yes,no,283.5,0,13,No,47,UT,341-10586,Male,58,No,No,No,0,Yes,Two Year,Direct Debit,52,2842,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
2924,2924,5376-MLTX,0,46,205,550.2,184.0,598.0,Yes,no,299.0,0,5,Yes,0,AL,288-6337,Male,68,No,Yes,No,0,Yes,One Year,Direct Debit,38,1745,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
2925,2925,1214-WMIN,0,6,32,66.3,24.0,67.2,Yes,no,13.4,0,10,Yes,0,WI,291-3580,Male,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,36,218,Not Filling Responses,Not Filling Responses,20-40,Under 30
2926,2926,3418-AJLQ,0,22,84,239.8,88.0,312.4,Yes,yes,0.0,0,21,Yes,0,FL,339-2125,Male,30,No,No,No,0,Yes,Month-to-Month,Direct Debit,36,790,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
